Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,fDOM QSU,fDOM RFU,Turbidity FNU,TSS mg/L,Battery V,Cable Pwr V
9/22/2020,17:00:00,0,ND,107.13,33.5,-0.11,0,2.57,0
9/22/2020,17:15:00,0,ND,107.09,33.49,-0.1,0,2.56,0
9/22/2020,17:30:00,0,ND,107.32,33.56,-0.08,0,2.57,0
9/22/2020,17:45:00,0,ND,107.47,33.61,-0.04,0,2.57,0
9/22/2020,18:00:00,0,ND,107.43,33.6,-0.13,0,2.56,0
9/22/2020,18:15:00,0,ND,107.53,33.63,-0.04,0,2.56,0
9/22/2020,18:30:00,0,ND,107.42,33.59,-0.05,0,2.56,0
9/22/2020,18:45:00,0,ND,103.48,32.33,-0.04,0,2.57,0
9/22/2020,19:00:00,0,ND,107.27,33.54,-0.04,0,2.56,0
9/22/2020,19:15:00,0,ND,107.68,33.67,-0.01,0,2.56,0
9/22/2020,19:30:00,0,ND,107.83,33.72,0.28,0,2.56,0
9/22/2020,19:45:00,0,ND,107.73,33.69,-0.01,0,2.56,0
9/22/2020,20:00:00,0,ND,107.73,33.69,-0.05,0,2.56,0
9/22/2020,20:15:00,0,ND,107.86,33.73,0.07,0,2.56,0
9/22/2020,20:30:00,0,ND,107.9,33.75,0.05,0,2.56,0
9/22/2020,20:45:00,0,ND,107.94,33.76,0.06,0,2.56,0
9/22/2020,21:00:00,0,ND,107.96,33.76,-0.04,0,2.55,0
9/22/2020,21:15:00,0,ND,108.05,33.79,0.02,0,2.55,0
9/22/2020,21:30:00,0,ND,108.2,33.84,0.04,0,2.55,0
9/22/2020,21:45:00,0,ND,108.29,33.87,0.05,0,2.56,0
9/22/2020,22:00:00,0,ND,108.33,33.88,0.01,0,2.55,0
9/22/2020,22:15:00,0,ND,108.29,33.87,-0.02,0,2.55,0
9/22/2020,22:30:00,0,ND,108.52,33.94,0.12,0,2.55,0
9/22/2020,22:45:00,0,ND,108.59,33.97,0.24,0,2.55,0
9/22/2020,23:00:00,0,ND,108.56,33.95,0.57,0,2.55,0
9/22/2020,23:15:00,0,ND,108.51,33.94,0.02,0,2.55,0
9/22/2020,23:30:00,0,ND,108.54,33.95,0.1,0,2.54,0
9/22/2020,23:45:00,0,ND,108.65,33.98,0.08,0,2.55,0
9/23/2020,0:00:00,0,ND,108.72,34.01,0.34,0,2.54,0
9/23/2020,0:15:00,0,ND,108.64,33.98,0.52,0,2.55,0
9/23/2020,0:30:00,0,ND,108.66,33.99,0.27,0,2.55,0
9/23/2020,0:45:00,0,ND,108.79,34.03,0.32,0,2.55,0
9/23/2020,1:00:00,0,ND,108.77,34.02,0.39,0,2.55,0
9/23/2020,1:15:00,0,ND,108.87,34.05,0.24,0,2.55,0
9/23/2020,1:30:00,0,ND,108.89,34.06,0.51,0,2.55,0
9/23/2020,1:45:00,0,ND,108.91,34.07,0.47,0,2.55,0
9/23/2020,2:00:00,0,ND,108.87,34.06,0.71,0,2.55,0
9/23/2020,2:15:00,0,ND,108.94,34.08,0.07,0,2.54,0
9/23/2020,2:30:00,0,ND,77.37,24,0.13,0,2.55,0
9/23/2020,2:45:00,0,ND,76.86,23.83,0.29,0,2.55,0
9/23/2020,3:00:00,0,ND,77.13,23.92,0.24,0,2.55,0
9/23/2020,3:15:00,0,ND,108.88,34.06,0.66,0,2.55,0
9/23/2020,3:30:00,0,ND,108.93,34.07,0.44,0,2.55,0
9/23/2020,3:45:00,0,ND,109.06,34.12,0.12,0,2.55,0
9/23/2020,4:00:00,0,ND,109.16,34.15,0.26,0,2.54,0
9/23/2020,4:15:00,0,ND,109.16,34.15,0.09,0,2.55,0
9/23/2020,4:30:00,0,ND,109.15,34.15,0.26,0,2.55,0
9/23/2020,4:45:00,0,ND,109.35,34.21,0.05,0,2.55,0
9/23/2020,5:00:00,0,ND,109.24,34.17,0.15,0,2.54,0
9/23/2020,5:15:00,0,ND,109.07,34.12,0.29,0,2.55,0
9/23/2020,5:30:00,0,ND,109.39,34.22,0.55,0,2.54,0
9/23/2020,5:45:00,0,ND,109.39,34.22,0.57,0,2.54,0
9/23/2020,6:00:00,0,ND,109.39,34.22,0.01,0,2.54,0
9/23/2020,6:15:00,0,ND,109.37,34.21,0.12,0,2.54,0
9/23/2020,6:30:00,0,ND,109.18,34.15,0.06,0,2.54,0
9/23/2020,6:45:00,0,ND,109.25,34.18,-0.05,0,2.55,0
9/23/2020,7:00:00,0,ND,109.53,34.27,-0.06,0,2.54,0
9/23/2020,7:15:00,0,ND,109.36,34.21,-0.03,0,2.54,0
9/23/2020,7:30:00,0,ND,109.46,34.24,-0.05,0,2.54,0
9/23/2020,7:45:00,0,ND,109.5,34.26,-0.04,0,2.55,0
9/23/2020,8:00:00,0,ND,109.51,34.26,0.04,0,2.54,0
9/23/2020,8:15:00,0,ND,109.75,34.34,-0.08,0,2.54,0
9/23/2020,8:30:00,0,ND,109.84,34.36,0.17,0,2.54,0
9/23/2020,8:45:00,0,ND,109.79,34.35,-0.04,0,2.54,0
9/23/2020,9:00:00,0,ND,109.85,34.37,-0.07,0,2.54,0
9/23/2020,9:15:00,0,ND,110.23,34.49,-0.04,0,2.54,0
9/23/2020,9:30:00,0,ND,110.56,34.59,-0.07,0,2.54,0
9/23/2020,9:45:00,0,ND,110.8,34.67,-0.12,0,2.54,0
9/23/2020,10:00:00,0,ND,110.54,34.59,-0.15,0,2.54,0
9/23/2020,10:15:00,0,ND,110.29,34.51,-0.15,0,2.55,0
9/23/2020,10:30:00,0,ND,109.96,34.4,-0.12,0,2.54,0
9/23/2020,10:45:00,0,ND,109.47,34.25,-0.09,0,2.55,0
9/23/2020,11:00:00,0,ND,108.72,34.01,0.04,0,2.54,0
9/23/2020,11:15:00,0,ND,108.95,34.08,-0.02,0,2.55,0
9/23/2020,11:30:00,0,ND,109.23,34.17,0.06,0,2.54,0
9/23/2020,11:45:00,0,ND,109.53,34.27,-0.1,0,2.54,0
9/23/2020,12:00:00,0,ND,109.17,34.15,0.11,0,2.55,0
9/23/2020,12:15:00,0,ND,108.95,34.08,0,0,2.55,0
9/23/2020,12:30:00,0,ND,108.95,34.08,0.06,0,2.54,0
9/23/2020,12:45:00,0,ND,108.7,34,-0.01,0,2.55,0
9/23/2020,13:00:00,0,ND,108.62,33.98,-0.15,0,2.55,0
9/23/2020,13:15:00,0,ND,107.78,33.71,0.04,0,2.55,0
9/23/2020,13:30:00,0,ND,108.11,33.81,-0.13,0,2.55,0
9/23/2020,13:45:00,0,ND,107.74,33.69,0.02,0,2.55,0
9/23/2020,14:00:00,0,ND,107.62,33.65,-0.03,0,2.55,0
9/23/2020,14:15:00,0,ND,106.41,33.27,0.33,0,2.55,0
9/23/2020,14:30:00,0,ND,106.26,33.22,-0.03,0,2.55,0
9/23/2020,14:45:00,0,ND,106.7,33.36,0.08,0,2.56,0
9/23/2020,15:00:00,0,ND,106.71,33.37,-0.13,0,2.56,0
9/23/2020,15:15:00,0,ND,106.58,33.32,-0.15,0,2.56,0
9/23/2020,15:30:00,0,ND,106.55,33.31,-0.04,0,2.56,0
9/23/2020,15:45:00,0,ND,105.48,32.97,0,0,2.56,0
9/23/2020,16:00:00,0,ND,105.46,32.97,-0.11,0,2.56,0
9/23/2020,16:15:00,0,ND,105.73,33.05,-0.12,0,2.55,0
9/23/2020,16:30:00,0,ND,106.09,33.17,-0.04,0,2.56,0
9/23/2020,16:45:00,0,ND,105.59,33.01,-0.06,0,2.56,0
9/23/2020,17:00:00,0,ND,105.75,33.06,-0.08,0,2.55,0
9/23/2020,17:15:00,0,ND,105.56,33,-0.11,0,2.56,0
9/23/2020,17:30:00,0,ND,105.77,33.07,-0.07,0,2.56,0
9/23/2020,17:45:00,0,ND,105.73,33.05,-0.07,0,2.55,0
9/23/2020,18:00:00,0,ND,105.56,33,-0.1,0,2.55,0
9/23/2020,18:15:00,0,ND,105.74,33.06,-0.1,0,2.56,0
9/23/2020,18:30:00,0,ND,105.87,33.1,-0.01,0,2.55,0
9/23/2020,18:45:00,0,ND,105.44,32.96,-0.1,0,2.56,0
9/23/2020,19:00:00,0,ND,105.64,33.02,0,0,2.55,0
9/23/2020,19:15:00,0,ND,105.54,32.99,-0.08,0,2.55,0
9/23/2020,19:30:00,0,ND,105.75,33.06,0.02,0,2.55,0
9/23/2020,19:45:00,0,ND,106.27,33.23,-0.07,0,2.55,0
9/23/2020,20:00:00,0,ND,106.09,33.17,-0.14,0,2.55,0
9/23/2020,20:15:00,0,ND,105.89,33.1,-0.08,0,2.55,0
9/23/2020,20:30:00,0,ND,105.77,33.07,0.14,0,2.55,0
9/23/2020,20:45:00,0,ND,105.79,33.07,0.38,0,2.55,0
9/23/2020,21:00:00,0,ND,105.84,33.09,0.03,0,2.55,0
9/23/2020,21:15:00,0,ND,105.65,33.03,0.09,0,2.55,0
9/23/2020,21:30:00,0,ND,105.79,33.07,-0.01,0,2.55,0
9/23/2020,21:45:00,0,ND,105.85,33.09,0.03,0,2.55,0
9/23/2020,22:00:00,0,ND,105.86,33.09,0.02,0,2.54,0
9/23/2020,22:15:00,0,ND,105.93,33.11,0.15,0,2.55,0
9/23/2020,22:30:00,0,ND,105.94,33.12,0.05,0,2.54,0
9/23/2020,22:45:00,0,ND,105.91,33.11,0.05,0,2.54,0
9/23/2020,23:00:00,0,ND,105.99,33.14,0.17,0,2.54,0
9/23/2020,23:15:00,0,ND,105.97,33.13,0.04,0,2.54,0
9/23/2020,23:30:00,0,ND,106.03,33.15,0.03,0,2.54,0
9/23/2020,23:45:00,0,ND,106.09,33.17,-0.09,0,2.54,0
9/24/2020,0:00:00,0,ND,106.16,33.19,0.09,0,2.54,0
9/24/2020,0:15:00,0,ND,106.21,33.21,-0.06,0,2.54,0
9/24/2020,0:30:00,0,ND,106.21,33.21,0.14,0,2.54,0
9/24/2020,0:45:00,0,ND,106.05,33.15,0.29,0,2.54,0
9/24/2020,1:00:00,0,ND,106.31,33.24,0.2,0,2.54,0
9/24/2020,1:15:00,0,ND,106.37,33.26,0.15,0,2.54,0
9/24/2020,1:30:00,0,ND,106.32,33.24,0.09,0,2.54,0
9/24/2020,1:45:00,0,ND,106.44,33.28,0.02,0,2.54,0
9/24/2020,2:00:00,0,ND,106.36,33.25,-0.02,0,2.54,0
9/24/2020,2:15:00,0,ND,106.41,33.27,-0.03,0,2.54,0
9/24/2020,2:30:00,0,ND,106.33,33.25,0.1,0,2.53,0
9/24/2020,2:45:00,0,ND,106.31,33.24,0.68,0,2.54,0
9/24/2020,3:00:00,0,ND,106.42,33.27,0.79,0,2.54,0
9/24/2020,3:15:00,0,ND,106.32,33.24,0.6,0,2.54,0
9/24/2020,3:30:00,0,ND,106.4,33.27,1.04,0,2.53,0
9/24/2020,3:45:00,0,ND,106.36,33.25,0.71,0,2.54,0
9/24/2020,4:00:00,0,ND,106.31,33.24,0.12,0,2.53,0
9/24/2020,4:15:00,0,ND,106.54,33.31,0.52,0,2.54,0
9/24/2020,4:30:00,0,ND,106.38,33.26,0.87,0,2.53,0
9/24/2020,4:45:00,0,ND,106.5,33.3,-0.02,0,2.54,0
9/24/2020,5:00:00,0,ND,106.17,33.19,0.31,0,2.54,0
9/24/2020,5:15:00,0,ND,106.15,33.19,0.52,0,2.53,0
9/24/2020,5:30:00,0,ND,106.6,33.33,0.73,0,2.53,0
9/24/2020,5:45:00,0,ND,106.51,33.3,0.31,0,2.54,0
9/24/2020,6:00:00,0,ND,106.44,33.28,0.82,0,2.53,0
9/24/2020,6:15:00,0,ND,106.53,33.31,0.8,0,2.54,0
9/24/2020,6:30:00,0,ND,106.13,33.18,0.02,0,2.53,0
9/24/2020,6:45:00,0,ND,106.24,33.21,0.06,0,2.53,0
9/24/2020,7:00:00,0,ND,106.91,33.43,-0.13,0,2.53,0
9/24/2020,7:15:00,0,ND,107.05,33.47,-0.16,0,2.53,0
9/24/2020,7:30:00,0,ND,107.19,33.52,-0.19,0,2.53,0
9/24/2020,7:45:00,0,ND,106.84,33.41,-0.08,0,2.53,0
9/24/2020,8:00:00,0,ND,107.19,33.52,-0.14,0,2.53,0
9/24/2020,8:15:00,0,ND,107.17,33.51,-0.14,0,2.53,0
9/24/2020,8:30:00,0,ND,107.09,33.49,-0.2,0,2.53,0
9/24/2020,8:45:00,0,ND,107.21,33.53,-0.18,0,2.53,0
9/24/2020,9:00:00,0,ND,107.36,33.57,-0.15,0,2.53,0
9/25/2020,0:45:00,0,ND,105.57,33,-0.02,0,2.52,0
9/25/2020,1:00:00,0,ND,105.22,32.89,-0.08,0,2.52,0
9/25/2020,1:15:00,0,ND,105.3,32.91,0.19,0,2.52,0
9/25/2020,1:30:00,0,ND,105.61,33.02,0.61,0,2.51,0
9/25/2020,1:45:00,0,ND,105.5,32.98,0.56,0,2.52,0
9/25/2020,2:00:00,0,ND,105.77,33.07,0.36,0,2.52,0
9/25/2020,2:15:00,0,ND,105.86,33.09,0.28,0,2.51,0
9/25/2020,2:30:00,0,ND,105.78,33.07,0.25,0,2.51,0
9/25/2020,2:45:00,0,ND,105.78,33.07,0.67,0,2.52,0
9/25/2020,3:00:00,0,ND,106.12,33.18,0.09,0,2.51,0
9/25/2020,3:15:00,0,ND,105.94,33.12,0.29,0,2.52,0
9/25/2020,3:30:00,0,ND,106.04,33.15,0.18,0,2.51,0
9/25/2020,3:45:00,0,ND,106.13,33.18,-0.07,0,2.51,0
9/25/2020,4:00:00,0,ND,106.01,33.14,0.67,0,2.51,0
9/25/2020,4:15:00,0,ND,106,33.14,0.2,0,2.51,0
9/25/2020,4:30:00,0,ND,106.08,33.17,0.5,0,2.51,0
9/25/2020,4:45:00,0,ND,106.25,33.22,0.24,0,2.51,0
9/25/2020,5:00:00,0,ND,106.06,33.16,0.19,0,2.51,0
9/25/2020,5:15:00,0,ND,106.11,33.17,0.64,0,2.51,0
9/25/2020,5:30:00,0,ND,106.1,33.17,0.06,0,2.51,0
9/25/2020,5:45:00,0,ND,106.38,33.26,0.39,0,2.51,0
9/25/2020,6:00:00,0,ND,106.29,33.23,-0.03,0,2.51,0
9/25/2020,6:15:00,0,ND,106.16,33.19,-0.1,0,2.51,0
9/25/2020,6:30:00,0,ND,106.27,33.23,-0.17,0,2.5,0
9/25/2020,6:45:00,0,ND,106.13,33.18,-0.17,0,2.51,0
9/25/2020,7:00:00,0,ND,106.07,33.16,-0.09,0,2.51,0
9/25/2020,7:15:00,0,ND,106.21,33.21,-0.08,0,2.51,0
9/25/2020,7:30:00,0,ND,105.98,33.13,-0.16,0,2.51,0
9/25/2020,7:45:00,0,ND,106.05,33.15,0.78,0,2.51,0
9/25/2020,8:00:00,0,ND,106.02,33.15,0.23,0,2.5,0
9/25/2020,8:15:00,0,ND,106.09,33.17,-0.08,0,2.51,0
9/25/2020,8:30:00,0,ND,106.11,33.17,-0.14,0,2.5,0
9/25/2020,8:45:00,0,ND,106.44,33.28,-0.12,0,2.51,0
9/25/2020,9:00:00,0,ND,104.85,32.77,-0.15,0,2.5,0
9/25/2020,9:15:00,0,ND,106.44,33.28,-0.17,0,2.51,0
9/25/2020,9:30:00,0,ND,105.99,33.14,-0.1,0,2.5,0
9/25/2020,9:45:00,0,ND,106.01,33.14,-0.01,0,2.51,0
9/25/2020,10:00:00,0,ND,105.77,33.06,-0.17,0,2.5,0
9/25/2020,10:15:00,0,ND,104.66,32.71,-0.17,0,2.51,0
9/25/2020,10:30:00,0,ND,105.45,32.96,-0.17,0,2.51,0
9/25/2020,10:45:00,0,ND,105.88,33.1,-0.04,0,2.5,0
9/25/2020,11:00:00,0,ND,105.78,33.07,-0.2,0,2.51,0
9/25/2020,11:15:00,0,ND,105.78,33.07,-0.15,0,2.51,0
9/25/2020,11:30:00,0,ND,106.02,33.14,-0.24,0,2.5,0
9/25/2020,11:45:00,0,ND,104.93,32.8,0.02,0,2.5,0
9/25/2020,12:00:00,0,ND,106.12,33.18,-0.13,0,2.51,0
9/25/2020,12:15:00,0,ND,106.76,33.38,-0.17,0,2.51,0
9/25/2020,12:30:00,0,ND,107.04,33.47,-0.07,0,2.5,0
9/25/2020,12:45:00,0,ND,107.23,33.53,-0.22,0,2.5,0
9/25/2020,13:00:00,0,ND,107.4,33.58,-0.22,0,2.51,0
9/25/2020,13:15:00,0,ND,107.3,33.55,-0.14,0,2.5,0
9/25/2020,13:30:00,0,ND,106.89,33.42,-0.09,0,2.5,0
9/25/2020,13:45:00,0,ND,107.07,33.48,-0.18,0,2.5,0
9/25/2020,14:00:00,0,ND,107.03,33.47,-0.23,0,2.5,0
9/25/2020,14:15:00,0,ND,106.86,33.41,-0.1,0,2.51,0
9/25/2020,14:30:00,0,ND,106.73,33.37,-0.08,0,2.5,0
9/25/2020,14:45:00,0,ND,106.52,33.3,-0.16,0,2.51,0
9/25/2020,15:00:00,0,ND,106.5,33.3,-0.04,0,2.5,0
9/25/2020,15:15:00,0,ND,106.09,33.17,-0.19,0,2.51,0
9/25/2020,15:30:00,0,ND,105.99,33.14,-0.12,0,2.5,0
9/25/2020,15:45:00,0,ND,106.43,33.28,-0.04,0,2.5,0
9/25/2020,16:00:00,0,ND,104.75,32.74,0,0,2.5,0
9/25/2020,16:15:00,0,ND,105.68,33.04,-0.1,0,2.5,0
9/25/2020,16:30:00,0,ND,105.42,32.95,-0.02,0,2.5,0
9/25/2020,16:45:00,0,ND,105.55,33,-0.16,0,2.51,0
9/25/2020,17:00:00,0,ND,105.62,33.02,-0.12,0,2.5,0
9/25/2020,17:15:00,0,ND,105.16,32.87,-0.24,0,2.5,0
9/25/2020,17:30:00,0,ND,103.12,32.22,-0.05,0,2.5,0
9/25/2020,17:45:00,0,ND,104.2,32.56,-0.11,0,2.5,0
9/25/2020,18:00:00,0,ND,103.97,32.49,-0.17,0,2.5,0
9/25/2020,18:15:00,0,ND,104.65,32.71,-0.21,0,2.5,0
9/25/2020,18:30:00,0,ND,97.04,30.28,-0.02,0,2.5,0
9/25/2020,18:45:00,0,ND,104.47,32.65,-0.09,0,2.5,0
9/25/2020,19:00:00,0,ND,103.86,32.45,-0.19,0,2.5,0
9/25/2020,19:15:00,0,ND,103.78,32.43,-0.13,0,2.5,0
9/25/2020,19:30:00,0,ND,98.69,30.81,-0.25,0,2.5,0
9/25/2020,19:45:00,0,ND,103.48,32.33,-0.11,0,2.5,0
9/25/2020,20:00:00,0,ND,105.3,32.92,-0.15,0,2.49,0
9/25/2020,20:15:00,0,ND,104.97,32.81,-0.09,0,2.5,0
9/25/2020,20:30:00,0,ND,105.09,32.85,0.01,0,2.49,0
9/25/2020,20:45:00,0,ND,105.11,32.85,0.04,0,2.49,0
9/25/2020,21:00:00,0,ND,105.2,32.88,-0.07,0,2.49,0
9/25/2020,21:15:00,0,ND,104.83,32.76,-0.12,0,2.49,0
9/25/2020,21:30:00,0,ND,104.87,32.78,-0.03,0,2.49,0
9/25/2020,21:45:00,0,ND,104.86,32.77,0.14,0,2.49,0
9/25/2020,22:00:00,0,ND,104.7,32.72,0.05,0,2.49,0
9/25/2020,22:15:00,0,ND,105.07,32.84,0.03,0,2.49,0
9/25/2020,22:30:00,0,ND,104.72,32.73,-0.11,0,2.49,0
9/25/2020,22:45:00,0,ND,104.8,32.76,0.09,0,2.49,0
9/25/2020,23:00:00,0,ND,104.73,32.73,-0.05,0,2.49,0
9/25/2020,23:15:00,0,ND,104.84,32.77,0.11,0,2.49,0
9/25/2020,23:30:00,0,ND,104.87,32.78,0.04,0,2.49,0
9/25/2020,23:45:00,0,ND,105,32.82,0.09,0,2.49,0
9/26/2020,0:00:00,0,ND,105.18,32.88,1.07,0,2.49,0
9/26/2020,0:15:00,0,ND,105.12,32.86,-0.15,0,2.49,0
9/26/2020,0:30:00,0,ND,105.19,32.88,0.04,0,2.49,0
9/26/2020,0:45:00,0,ND,105.18,32.88,-0.03,0,2.48,0
9/26/2020,1:00:00,0,ND,105.06,32.84,-0.12,0,2.48,0
9/26/2020,1:15:00,0,ND,105,32.82,0.01,0,2.49,0
9/26/2020,1:30:00,0,ND,104.78,32.75,0.12,0,2.48,0
9/26/2020,1:45:00,0,ND,104.55,32.67,-0.01,0,2.48,0
9/26/2020,2:00:00,0,ND,104.18,32.56,0.77,0,2.48,0
9/26/2020,2:15:00,0,ND,104.08,32.53,-0.09,0,2.49,0
9/26/2020,2:30:00,0,ND,103.39,32.31,0.02,0,2.48,0
9/26/2020,2:45:00,0,ND,103.69,32.4,0.09,0,2.49,0
9/26/2020,3:00:00,0,ND,103.62,32.38,-0.09,0,2.48,0
9/26/2020,3:15:00,0,ND,103.62,32.38,-0.05,0,2.48,0
9/26/2020,3:30:00,0,ND,103.64,32.39,-0.07,0,2.48,0
9/26/2020,3:45:00,0,ND,103.77,32.43,-0.09,0,2.48,0
9/26/2020,4:00:00,0,ND,104.33,32.6,-0.03,0,2.48,0
9/26/2020,4:15:00,0,ND,103.72,32.41,-0.13,0,2.48,0
9/26/2020,4:30:00,0,ND,103.99,32.5,-0.1,0,2.48,0
9/26/2020,4:45:00,0,ND,104.8,32.75,-0.04,0,2.48,0
9/26/2020,5:00:00,0,ND,105.02,32.83,-0.04,0,2.48,0
9/26/2020,5:15:00,0,ND,104.6,32.69,-0.02,0,2.49,0
9/26/2020,5:30:00,0,ND,103.94,32.48,-0.02,0,2.48,0
9/26/2020,5:45:00,0,ND,104.03,32.51,-0.19,0,2.48,0
9/26/2020,6:00:00,0,ND,105,32.82,-0.08,0,2.48,0
9/26/2020,6:15:00,0,ND,105.68,33.04,-0.2,0,2.48,0
9/26/2020,6:30:00,0,ND,104.99,32.81,-0.06,0,2.48,0
9/26/2020,6:45:00,0,ND,105.68,33.04,-0.1,0,2.48,0
9/26/2020,7:00:00,0,ND,105.59,33.01,-0.17,0,2.48,0
9/26/2020,7:15:00,0,ND,105.69,33.04,-0.14,0,2.48,0
9/26/2020,7:30:00,0,ND,105.59,33.01,-0.02,0,2.48,0
9/26/2020,7:45:00,0,ND,105.59,33.01,-0.18,0,2.48,0
9/26/2020,8:00:00,0,ND,102.53,32.03,0.14,0,2.48,0
9/26/2020,8:15:00,0,ND,102.33,31.97,-0.07,0,2.48,0
9/26/2020,8:30:00,0,ND,102.81,32.12,-0.02,0,2.48,0
9/26/2020,8:45:00,0,ND,102.93,32.16,-0.18,0,2.48,0
9/26/2020,9:00:00,0,ND,103.4,32.31,-0.05,0,2.48,0
9/26/2020,9:15:00,0,ND,103.62,32.38,0.04,0,2.48,0
9/26/2020,9:30:00,0,ND,103.72,32.41,-0.05,0,2.48,0
9/26/2020,9:45:00,0,ND,103.67,32.4,-0.12,0,2.48,0
9/26/2020,10:00:00,0,ND,103.75,32.42,-0.15,0,2.48,0
9/26/2020,10:15:00,0,ND,103.76,32.42,-0.1,0,2.49,0
9/26/2020,10:30:00,0,ND,103.34,32.29,-0.13,0,2.48,0
9/26/2020,10:45:00,0,ND,102.76,32.1,-0.23,0,2.48,0
